Changed database context to 'master'.
Changed database context to 'Day8Indexing'.

(100000 rows affected)
OrderId     CustomerId  OrderDate                              Status               Amount       Notes                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
----------- ----------- -------------------------------------- -------------------- ------------ --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       5569        2500            2026-07-15 11:05:03.5886800 Cancelled                  848.11 Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO c
      90487        2500            2026-07-14 23:20:07.5886800 Cancelled                  336.98 Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO c
      90891        2500            2024-08-19 18:48:35.5886800 Shipped                    577.20 Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO c
      91157        2500            2025-09-05 11:19:47.5886800 Delivered                  548.60 Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO c
      15603        2500            2025-05-13 05:43:11.5886800 Cancelled                  465.30 Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO c
      26622        2500            2026-08-02 09:39:23.5886800 Cancelled                  147.74 Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO c
      77394        2500            2026-08-15 04:14:55.5886800 Cancelled                  830.75 Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO c
      17381        2500            2025-07-22 04:19:31.5886800 Delivered                  683.36 Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO c
      52123        2500            2026-05-11 10:26:43.5886800 Cancelled                  799.46 Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO c
      74096        2500            2024-11-05 05:56:09.5886800 Cancelled                  777.61 Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO c
      78627        2500            2025-03-23 22:16:38.5886800 Shipped                    142.55 Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO c
       3807        2500            2026-03-03 22:05:57.5886800 Pending                    905.24 Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO c
      49371        2500            2026-04-15 06:54:06.5886800 Delivered                  255.23 Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO c
      57904        2500            2025-11-16 05:53:08.5886800 Shipped                    259.54 Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO c
      67123        2500            2024-10-17 03:25:52.5886800 Pending                    112.25 Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO c
      70009        2500            2025-08-16 23:25:24.5886800 Cancelled                  519.01 Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO c
      19324        2500            2026-07-27 00:38:59.5886800 Cancelled                  188.17 Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO c
      23515        2500            2025-04-17 18:23:29.5886800 Pending                    683.02 Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO comparisons. Sample order note text used to pad row size for IO c

(18 rows affected)
Table 'Orders'. Scan count 13, logical reads 7143, physical reads 0, page server reads 0, read-ahead reads 0, page server read-ahead reads 0, lob logical reads 0, lob physical reads 0, lob page server reads 0, lob read-ahead reads 0, lob page server read-ahead reads 0.
OrderId     OrderDate                              Amount      
----------- -------------------------------------- ------------
       8083            2025-01-20 12:11:49.5886800       482.34
       8091            2025-01-13 16:41:30.5886800       422.85
       8131            2025-01-29 06:20:34.5886800       867.42
       8166            2025-01-07 03:57:46.5886800       233.26
       8170            2025-01-13 04:19:13.5886800       984.79
       8183            2025-01-20 06:17:22.5886800       618.09
       8205            2025-01-15 15:31:33.5886800       881.31
       8209            2025-01-23 08:56:53.5886800       415.30
       8221            2025-01-27 06:34:35.5886800       268.27
       8251            2025-01-05 11:14:10.5886800       832.59
       8277            2025-01-19 10:43:48.5886800       761.23
       8313            2025-01-20 13:52:17.5886800       317.81
       8348            2025-01-03 06:16:10.5886800       250.44
       8386            2025-01-23 21:39:41.5886800       430.38
       8394            2025-01-10 14:20:20.5886800       470.37
       8408            2025-01-10 09:10:09.5886800       676.66
       8441            2025-01-18 14:15:18.5886800       754.03
       8461            2025-01-22 11:52:37.5886800       643.25
       8483            2025-01-27 02:31:04.5886800       724.92
       8507            2025-01-10 00:20:30.5886800       427.41
       8531            2025-01-14 00:53:32.5886800       596.76
       8537            2025-01-07 11:46:19.5886800       582.37
       8558            2025-01-17 00:48:31.5886800       707.20
       8559            2025-01-26 04:46:48.5886800       521.78
       8610            2025-01-05 22:50:31.5886800       503.82
       8642            2025-01-19 15:21:04.5886800       146.85
       8645            2025-01-06 06:43:10.5886800       301.64
       8658            2025-01-14 13:05:32.5886800       449.50
       8661            2025-01-28 15:46:10.5886800       895.54
       8662            2025-01-02 01:40:58.5886800        51.91
       8670            2025-01-07 15:29:22.5886800       834.05
       8689            2025-01-29 01:00:52.5886800       585.18
       8693            2025-01-14 01:43:54.5886800       328.41
       8729            2025-01-24 19:21:10.5886800       374.54
       8754            2025-01-24 03:57:14.5886800       979.40
       8772            2025-01-20 21:48:22.5886800       734.77
       8780            2025-01-14 08:34:10.5886800       210.44
       8817            2025-01-02 04:05:42.5886800       147.24
       8846            2025-01-16 13:15:51.5886800       109.12
       8864            2025-01-31 17:31:58.5886800       230.04
       8899            2025-01-11 02:18:42.5886800       774.00
       8923            2025-01-03 04:49:55.5886800       812.88
       8926            2025-01-07 10:39:18.5886800       614.84
       8928            2025-01-10 20:11:54.5886800       110.63
       8934            2025-01-22 23:48:26.5886800       651.75
      17025            2025-01-29 07:06:10.5886800       243.91
      17048            2025-01-31 06:16:39.5886800       244.10
      17069            2025-01-29 22:56:24.5886800       914.43
      17086            2025-01-21 06:10:08.5886800       611.98
      17111            2025-01-26 00:09:04.5886800       484.46
      17124            2025-01-25 06:59:08.5886800       189.01
      17157            2025-01-01 03:00:37.5886800       239.02
      17159            2025-01-06 18:34:04.5886800       850.00
      17232            2025-01-05 16:36:31.5886800       802.77
      17241            2025-01-19 09:40:28.5886800       692.75
      17255            2025-01-07 11:23:11.5886800       793.25
      17271            2025-01-07 14:37:08.5886800       682.95
      17276            2025-01-09 06:24:42.5886800       533.87
      17334            2025-01-23 14:27:56.5886800       624.03
      17342            2025-01-24 07:37:44.5886800       134.48
      17392            2025-01-05 09:50:38.5886800       129.82
      17398            2025-01-30 15:56:54.5886800       232.23
      17411            2025-01-02 03:16:18.5886800       225.50
      17471            2025-01-10 21:29:55.5886800       137.58
      17511            2025-01-07 09:43:50.5886800       206.24
      17558            2025-01-03 14:21:57.5886800        50.96
      17565            2025-01-28 04:54:34.5886800       781.49
      17566            2025-01-14 07:20:56.5886800       806.78
      17654            2025-01-29 16:30:32.5886800       251.91
      17664            2025-01-02 13:42:04.5886800        28.52
      17691            2025-01-13 09:28:07.5886800       903.01
      17716            2025-01-24 15:21:59.5886800       512.23
      17718            2025-01-08 11:16:24.5886800       964.08
      17737            2025-01-07 19:10:59.5886800       836.27
      17759            2025-01-31 02:33:05.5886800       896.53
      17786            2025-01-02 12:36:33.5886800       116.92
      17789            2025-01-10 10:34:02.5886800       492.19
      17824            2025-01-18 04:15:10.5886800       628.72
      17852            2025-01-17 06:21:22.5886800       676.53
      17874            2025-01-27 21:03:26.5886800       844.95
      17878            2025-01-09 19:20:24.5886800       271.20
      17881            2025-01-03 05:23:57.5886800       458.49
      17887            2025-01-17 17:32:52.5886800       146.81
      17912            2025-01-14 06:59:08.5886800       368.41
      26036            2025-01-04 02:41:54.5886800        61.63
      26044            2025-01-26 03:05:38.5886800       424.55
      26073            2025-01-24 23:33:30.5886800       277.15
      26088            2025-01-09 11:49:18.5886800       455.77
      26098            2025-01-14 19:19:40.5886800       369.96
      26112            2025-01-17 01:36:08.5886800       267.42
      26145            2025-01-25 15:02:55.5886800        48.55
      26161            2025-01-02 05:47:50.5886800       953.21
      26181            2025-01-16 17:54:40.5886800       381.81
      26202            2025-01-12 01:02:28.5886800       183.98
      26203            2025-01-28 02:31:40.5886800       229.09
      26216            2025-01-18 00:11:51.5886800       654.44
      26220            2025-01-15 05:46:28.5886800       644.11
      26221            2025-01-06 01:53:27.5886800       694.47
      26243            2025-01-25 15:35:35.5886800       405.70
      26304            2025-01-20 06:31:19.5886800       532.10
      26310            2025-01-05 21:11:08.5886800       556.37
      26317            2025-01-20 21:57:59.5886800       519.79
      26334            2025-01-05 00:03:11.5886800       313.87
      26343            2025-01-12 12:17:11.5886800       787.11
      26352            2025-01-08 11:43:04.5886800       604.98
      26386            2025-01-14 11:48:19.5886800       632.80
      26400            2025-01-04 10:36:56.5886800       803.90
      26408            2025-01-26 11:42:14.5886800       203.64
      26434            2025-01-15 03:03:25.5886800       160.81
      26451            2025-01-24 05:55:50.5886800       432.88
      26460            2025-01-23 10:59:26.5886800       344.28
      26461            2025-01-28 16:03:15.5886800       558.72
      26466            2025-01-07 16:44:26.5886800        24.46
      26483            2025-01-23 15:14:42.5886800       360.59
      26490            2025-01-19 12:11:53.5886800       159.07
      26563            2025-01-09 12:32:58.5886800        23.32
      26567            2025-01-19 19:23:37.5886800       477.21
      26570            2025-01-17 16:29:45.5886800       986.65
      26591            2025-01-12 09:42:26.5886800       352.57
      26598            2025-01-09 22:10:05.5886800       741.23
      26600            2025-01-06 13:20:17.5886800       249.34
      26672            2025-01-04 15:47:19.5886800       592.86
      26691            2025-01-06 14:47:35.5886800       687.76
      26707            2025-01-31 10:37:24.5886800       629.70
      26713            2025-01-30 05:05:37.5886800       523.99
      26724            2025-01-06 03:19:15.5886800       167.72
      26739            2025-01-24 17:20:25.5886800         7.45
      26759            2025-01-11 11:52:13.5886800       703.75
      26768            2025-01-28 06:46:03.5886800       964.64
      26770            2025-01-18 04:44:55.5886800       860.33
      26780            2025-01-04 16:49:37.5886800         8.27
      26852            2025-01-31 17:23:07.5886800       423.86
      26880            2025-01-03 06:08:27.5886800       308.13
      35857            2025-01-23 10:18:36.5886800       813.45
      35862            2025-01-19 02:47:49.5886800       473.05
      35871            2025-01-31 23:22:05.5886800       507.54
      35908            2025-01-02 22:11:55.5886800       689.90
      35933            2025-01-29 03:32:47.5886800       369.77
      35953            2025-01-30 21:41:10.5886800       287.44
      35956            2025-01-01 18:54:56.5886800       201.84
      35967            2025-01-12 11:45:17.5886800       940.93
      36006            2025-01-21 15:40:26.5886800       156.48
      36011            2025-01-12 06:54:27.5886800       991.39
      36020            2025-01-23 16:47:55.5886800        32.38
      36048            2025-01-28 12:47:12.5886800        43.02
      36061            2025-01-14 22:46:17.5886800       622.84
      36080            2025-01-07 01:26:52.5886800       311.87
      36083            2025-01-28 07:02:43.5886800       700.86
      36101            2025-01-02 12:06:09.5886800       981.07
      36107            2025-01-14 21:54:57.5886800       937.00
      36116            2025-01-23 11:17:55.5886800       246.56
